id,name,website,country,audience_geography,categories,industries,languages,opportunity_types,cost_model,priority,current_status,submission_url,pitch_url,press_release_url,advertising_url,media_kit_url,requires_editorial_approval,sponsored_content_available,backlink_type,link_target_type,listing_page_indexability,link_evidence_url,link_evidence_checked_at,media_score,media_score_band,publishing_model,best_for,note,limitations,last_verified
md-hotel-news-resource,Hotel News Resource,https://www.hotelnewsresource.com,united-states,global,travel-hospitality-media,hospitality,en,press-release,unknown,P3,active,,,https://www.hotelnewsresource.com/,,,,,,,,,,56,Moderate,wire-carrier,,Hotel industry news aggregator carrying company and property announcements submitted by the industry.,Largely a release carrier rather than an editorial desk.,2026-08-08
md-hypepotamus,Hypepotamus,https://www.hypepotamus.com,united-states,regional,startup-media,saas,en,editorial-submission,unknown,P3,active,https://tockify.com/tkf2/submitEvent/6c74d33818714e26a5722affafd1e3d9?ref=hypepotamus.ghost.io,,,,,,,,,,,,86,Strong,staff-editorial,startup; b2b-saas; ai-startup,"Startup and technology coverage across the US Southeast, centred on Atlanta.","No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. A contact path was checked and returns 404.",2026-08-14
md-itbusiness-ca,IT Business,https://www.itbusiness.ca,canada,national,technology-media,software,en,unknown,unknown,P3,active,,,,,,,,,,,,,,,unknown,,Canadian enterprise IT and channel publication.,"No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Reached and identified during Wave 2.",2026-08-08
md-itpro,ITPro,https://www.itpro.com,united-kingdom,national,technology-media,cloud; cybersecurity; software,en,contributed-article,unknown,P3,active,https://www.itpro.com/about-us#section-write-for-us,,,,,,,,,,,,84,Strong,contributor-network,b2b-saas; startup; cybersecurity,"UK enterprise IT news and buying advice, published by Future plc.",No submission or pitch route was established from the site.,2026-08-14
md-itwiz,ITwiz,https://itwiz.pl,poland,national,technology-media,cloud; software,pl,unknown,unknown,P3,active,,,,,,,,,,,,,,,unknown,,"Polish enterprise IT publication covering business technology, digital transformation and the domestic IT market.","No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Homepage reached and read over HTTPS during Wave 4.",2026-08-14
md-indianapolis-business-journal,Indianapolis Business Journal,https://www.ibj.com,united-states,local,local-business-media,general,en,editorial-submission,free,P3,active,https://www.ibj.com/contact-us,,,,,yes,,,,,,,85,Strong,staff-editorial,local-business; professional-services,"Indianapolis metropolitan business journal, independent of the American City Business Journals network.","Indiana companies. Independently owned, so this is a genuinely separate submission from the ACBJ network row.",2026-08-08
md-irish-tech-news,Irish Tech News,https://www.irishtechnews.ie,ireland,national,technology-media,saas,en,unknown,unknown,P3,active,,,,,,,,,,,,,,,unknown,,Irish technology and business news with a contributor-heavy publishing model.,"No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Reached and identified during Wave 2.",2026-08-08
md-josh-bersin,Josh Bersin,https://joshbersin.com,united-states,global,hr-recruitment-media; podcast-platform,hr,en,unknown,unknown,P3,active,,,,,,,,,,,,,,,unknown,,"The most-cited independent HR industry analyst, publishing research and a podcast that covers HR technology vendors.","No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. An analyst practice rather than a publication with an open desk; vendor coverage typically runs through analyst briefings, which is a different motion from a media pitch.",2026-08-08
md-journolink,JournoLink,https://journolink.com,united-kingdom,national,journalist-source-platform,general,en,expert-source; journalist-source; press-release,paid,P3,active,,,,,,,,,,,,,61,Moderate,marketplace,,"A UK platform aimed at small businesses, pairing journalist requests with release distribution.",Paid. Smaller journalist network than ResponseSource.,2026-08-07
md-just-food,Just Food,https://www.just-food.com,united-kingdom,national,agriculture-food-media,agriculture,en,unknown,unknown,P3,active,,,,,,,,,,,,,,,unknown,,Global food industry business news and analysis. [accessibility:2026-08-14] verified in a browser: publishes a feed; 25 article elements; masthead vocabulary; the masthead names itself as a publication.,"The homepage and the contact and about pages it links to publish no submission, pitch or press-release route in words, so none is recorded; one may exist deeper in the site and a person would have to find it.",2026-08-14
md-kauppalehti,Kauppalehti,https://www.kauppalehti.fi,finland,national,global-business-media,finance; general,fi,unknown,unknown,P3,active,,,,,,,,,,,,,,,unknown,,Finland’s main business and markets publication.,No public submission route was established.,2026-08-07
md-korea-tech-desk,KoreaTechDesk,https://www.koreatechdesk.com,south-korea,national,startup-media,saas,en,unknown,unknown,P3,active,,,,,,,,,,,,,,,unknown,,English-language coverage of Korean startups and technology companies. [accessibility:2026-08-14] verified in a browser: publishes a feed.,"The homepage and the contact and about pages it links to publish no submission, pitch or press-release route in words, so none is recorded; one may exist deeper in the site and a person would have to find it.",2026-08-14
md-kursiv-media,Kursiv Media,https://kz.kursiv.media,kazakhstan,national,local-business-media,finance; general,ru,unknown,unknown,P3,active,,,,,,,,,,,,,,,unknown,,"Kazakh business and finance publication covering companies, banking, energy and the regional economy.","No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Homepage reached and read over HTTPS during Wave 4. kursiv.media redirects to this host.",2026-08-14
md-la-republica-co,La República,https://www.larepublica.co,colombia,national,global-business-media,finance; general,es,unknown,unknown,P3,active,,,,,,,,,,,,,,,unknown,,Colombia’s business and economics daily.,"No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Reached and identified during Wave 2; no public submission page was found in the site's own navigation.",2026-08-08
md-launchfree,LaunchFree.io,https://launchfree.io,global,global,startup-launch-platform,ai; saas; software,en,product-launch; startup-launch,free,P3,active,https://launchfree.io/submit.html,,,,,yes,,dofollow,direct,indexable,https://launchfree.io/listings/horizonx.html,2026-08-31,78,Strong,unknown,,"A free human-reviewed launch directory with permanent product pages across SaaS, AI and other product categories.","A direct follow link and indexable product page were observed. The platform is young and its traffic and domain authority were not independently measured, so treat it as a low-cost citation rather than a proven acquisition channel.",2026-08-31
md-launchzone,LaunchZone,https://launchzone.co,global,global,startup-launch-platform,ai; saas; software,en,product-launch; startup-launch,freemium,P3,active,https://launchzone.co/dashboard/submit,,,,,yes,,dofollow,direct,indexable,https://launchzone.co/p/aisa,2026-08-31,76,Good,unknown,,"A weekly product launch platform with permanent product pages, community voting and optional visibility boosts.","The primary website button on the inspected product page was follow, while links inside user-written description copy were marked nofollow and ugc. Free follow treatment requires platform verification; paid boosts are optional and do not establish traffic quality.",2026-08-31
md-launching-next,Launching Next,https://www.launchingnext.com,united-states,global,startup-launch-platform,saas; software,en,startup-launch,freemium,P3,active,https://www.launchingnext.com/submit/,,,,,,,,,,,,77,Good,unknown,,A directory of newly launched startups with an open submission form.,A listing rather than coverage. Paid options move a submission up the queue.,2026-08-07
md-launchit,Launchit,https://www.launchit.site,global,global,startup-launch-platform,ai; saas; software,en,product-launch; startup-launch,freemium,P3,active,https://www.launchit.site/submit,,,,,yes,,nofollow,direct,indexable,https://www.launchit.site/launches/artist-kit,2026-08-31,76,Good,unknown,,"A startup launch directory for indie makers, SaaS products and AI tools, with free and one-time paid plans.","The inspected unverified Free listing used nofollow. Launchit says a verified reciprocal badge unlocks one follow link; the $9 one-time plan advertised five permanent follow links. Treat paid link acquisition as a search-policy risk, not guaranteed ranking value.",2026-08-31
md-leseco-ma,LesEco.ma,https://leseco.ma,morocco,national,local-business-media,finance; general,fr,unknown,unknown,P3,active,,,,,,,,,,,,,,,unknown,,"Moroccan business and economy publication covering companies, finance, industry and public policy.","No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Homepage reached and read over HTTPS during Wave 4. www.leseco.ma redirects to this host.",2026-08-14
md-lider-media,Lider Media,https://lidermedia.hr,croatia,national,local-business-media,finance; general,hr,unknown,unknown,P3,active,,,,,,,,,,,,,,,unknown,,"Croatian business publication for entrepreneurs and managers, covering companies, markets and the economy.","No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Homepage reached and read over HTTPS during Wave 4. lider.media redirects to this host.",2026-08-14
md-logistics-management,Logistics Management,https://www.logisticsmgmt.com,united-states,national,logistics-media,logistics,en,press-release,unknown,P3,active,,,https://www.logisticsmgmt.com/press-releases,,,,,,,,,,53,Moderate,wire-carrier,,US logistics and supply chain trade publication.,"No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Checked during Wave 2; no submission or pitch page was found at the paths tried.",2026-08-08
md-lupa-cz,Lupa.cz,https://www.lupa.cz,czech-republic,national,technology-media,software; telecom,cs,unknown,unknown,P3,active,,,,,,,,,,indexable,https://www.lupa.cz/clanky/ceska-televize-podzim-2026/,2026-08-21,,,unknown,,"Czech publication about the internet industry, telecommunications, hosting and online business.","No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Homepage reached and read over HTTPS during Wave 4.",2026-08-14
md-mt-sprout,MT/Sprout,https://mtsprout.nl,netherlands,national,local-business-media; startup-media,general,nl,unknown,unknown,P3,unknown,,,,,,,,,,,,,,,unknown,,"Dutch management and entrepreneurship media. MT and Sprout merged into one title, and both mt.nl and sprout.nl now redirect here. [accessibility:2026-08-14] an automated browser check was refused by the site (cloudflare-interstitial); a browser check is needed by a person and the status stays unknown.","Reached but behind a bot filter. Two former titles are now one publication, so a pitch to each is a duplicate.",2026-08-14
md-mainebiz,Mainebiz,https://www.mainebiz.biz,united-states,local,local-business-media,general,en,unknown,unknown,P3,unknown,,,,,,,,,,,,,,,unknown,,Maine’s statewide business news publication. [accessibility:2026-08-14] an automated browser check was refused by the site (http 403); a browser check is needed by a person and the status stays unknown.,"Reached but behind a bot filter, so the route could not be read from the site. Needs a human with a browser to confirm whether a submission or pitch route exists.",2026-08-14
md-manufacturing-net,Manufacturing.net,https://www.manufacturing.net,united-states,national,manufacturing-media,manufacturing,en,unknown,unknown,P3,active,,,,,,,,,,,,,,,unknown,,US manufacturing industry news and product coverage. [accessibility:2026-08-14] verified in a browser: publishes a feed; masthead vocabulary.,"The homepage and the contact and about pages it links to publish no submission, pitch or press-release route in words, so none is recorded; one may exist deeper in the site and a person would have to find it.",2026-08-14
md-marktechpost,MarkTechPost,https://www.marktechpost.com,united-states,global,ai-media,ai,en,unknown,unknown,P3,active,,,,,,,,,,,,,,,unknown,,"AI and machine learning research coverage, heavily focused on new model and paper releases.",A contribute page was checked and returns 404; only general contact remains.,2026-08-07
md-microlaunch,Microlaunch,https://microlaunch.net,france,global,startup-launch-platform,saas; software,en,product-launch,freemium,P3,active,,,,,,,,,,,,,66,Good,unknown,,A launch platform aimed at indie makers and micro-SaaS products.,Niche audience of makers rather than buyers.,2026-08-07
md-mobihealthnews,MobiHealthNews,https://www.mobihealthnews.com,united-states,national,healthcare-media,healthcare,en,unknown,unknown,P3,active,,,,,,,,,,,,,,,unknown,,Digital health and connected-care industry news from HIMSS Media. [accessibility:2026-08-14] verified in a browser: masthead vocabulary.,"The homepage and the contact and about pages it links to publish no submission, pitch or press-release route in words, so none is recorded; one may exist deeper in the site and a person would have to find it.",2026-08-14
md-my-company-polska,My Company Polska,https://mycompanypolska.pl,poland,national,local-business-media,general,pl,unknown,unknown,P3,active,,,,,,,,,,,,,,,unknown,,Polish magazine and portal for entrepreneurs and small and medium-sized business owners.,"No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Homepage reached and read over HTTPS during Wave 4.",2026-08-14
md-nbr,NBR,https://www.nbr.co.nz,new-zealand,national,local-business-media,finance; general; legal,en,unknown,unknown,P3,active,,,,,,,,,,indexable,https://www.nbr.co.nz/business/racing-industry-takes-step-towards-reform/,2026-08-21,,,unknown,,"New Zealand independent business publication covering companies, investment, law and technology.","No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Homepage reached and read over HTTPS during Wave 4.",2026-08-14
md-nh-business-review,NH Business Review,https://www.nhbr.com,united-states,local,local-business-media,general,en,editorial-submission; press-release,free,P3,active,,,,,,,,,,,,,79,Strong,staff-editorial,local-business; professional-services,New Hampshire statewide business publication carrying company news and press releases.,"New Hampshire companies only. Two different routes: a press release is published as submitted, while a news submission goes to an editor who decides. Do not send one expecting the other.",2026-08-08
md-nashville-post,Nashville Post,https://www.nashvillepost.com,united-states,local,local-business-media,general; healthcare,en,unknown,unknown,P3,active,,,,,,,,,,,,,,,unknown,,"Nashville business and politics coverage, strong on the local healthcare industry. [accessibility:2026-08-14] verified in a browser: publishes a feed; 35 article elements; masthead vocabulary.","The homepage and the contact and about pages it links to publish no submission, pitch or press-release route in words, so none is recorded; one may exist deeper in the site and a person would have to find it.",2026-08-14
md-nations-restaurant-news,Nation’s Restaurant News,https://www.nrn.com,united-states,global,travel-hospitality-media,hospitality,en,unknown,unknown,P3,active,,,,,,,,,,,,,,,unknown,,US foodservice and restaurant chain trade publication.,"No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Reached and identified during Wave 3.",2026-08-08
md-netokracija,Netokracija,https://www.netokracija.com,croatia,regional,startup-media; technology-media,general; marketing,hr,unknown,unknown,P3,active,,,,,,,,,,,,,,,unknown,,"Regional publication covering internet technology, digital business and startups across Croatia and the wider Adriatic region.","No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Homepage reached and read over HTTPS during Wave 4.",2026-08-14
md-netzwoche,Netzwoche,https://www.netzwoche.ch,switzerland,national,technology-media,cloud; software,de,unknown,unknown,P3,active,,,,,,,,,,,,,,,unknown,,"Swiss ICT trade publication covering the domestic technology industry, enterprise IT and digital business.","No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Homepage reached and read over HTTPS during Wave 4.",2026-08-14
md-openhunts,OpenHunts,https://openhunts.com,global,global,startup-launch-platform,ai; saas; software,en,product-launch; startup-launch,freemium,P3,active,https://openhunts.com/projects/submit,,,,,yes,,dofollow,direct,indexable,https://openhunts.com/projects/gorules,2026-08-31,76,Good,unknown,,"A launch and discovery board for makers and developers with voting, product pages and free or paid scheduling.",The free queue was approximately 100 weeks and only a top-three free launch earned follow treatment when checked. The $9.90 Premium plan guaranteed it; the inspected Highlight listing had a direct follow link. Prices and queues can change quickly.,2026-08-31
md-oregon-business,Oregon Business,https://oregonbusiness.com,united-states,local,local-business-media,general,en,press-release,unknown,P3,active,,,,,,,,,,,,,44,Limited,wire-carrier,,"Oregon’s statewide business magazine, with a contact page that names a press-release route.",Oregon companies. A release route is not an editorial pitch route; the two are different asks.,2026-08-08
md-pc-tech-magazine,PC Tech Magazine,https://pctechmag.com,uganda,national,technology-media,general; telecom,en,unknown,unknown,P3,active,,,,,,,,,,,,,,,unknown,,"Ugandan technology publication covering telecoms, consumer technology, startups and the East African digital economy.","No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Homepage reached and read over HTTPS during Wave 4.",2026-08-14
md-pr-underground,PR Underground,https://prunderground.com,united-states,national,press-release-distribution,general,en,press-release,paid,P3,active,,,,,,,,,,,,,46,Limited,wire-carrier,,"Pay-per-release distribution operating since 2010, with published tiers and stated editorial guidelines.","Paid only, from roughly $75 a release.",2026-08-07
md-pr-com,PR.com,https://www.pr.com,united-states,global,press-release-distribution,general,en,company-profile; press-release,freemium,P3,active,,,,,,,,,,,,,57,Moderate,wire-carrier,,Combines self-service release publishing with a company profile page. The profile and the release are separate submissions.,Low editorial screening. The company directory function overlaps the business-directory dataset; this record covers the release product.,2026-08-07
md-prlog,PRLog,https://www.prlog.org,united-states,global,press-release-distribution,general,en,press-release; self-publish,freemium,P3,active,https://www.prlog.org/pub/,,,,,,,,,,,,61,Moderate,wire-carrier,,"Free self-service release publishing, with a paid tier that removes advertising. States on its own submission page that a release can be submitted and distributed for free.","Anyone can publish, so the archive carries no editorial screening. Treat as a record of announcement, not as media coverage.",2026-08-07
md-packaging-digest,Packaging Digest,https://www.packagingdigest.com,united-states,national,manufacturing-media,manufacturing; retail,en,unknown,unknown,P3,active,,,,,,,,,,,,,,,unknown,,"Packaging design, materials and machinery trade coverage.","No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Checked during Wave 2; no submission or pitch page was found at the paths tried.",2026-08-08
md-peerpush,PeerPush,https://peerpush.com,global,global,startup-launch-platform,ai; saas; software,en,product-launch; startup-launch,freemium,P3,active,https://peerpush.com/submit,,,,,yes,,dofollow,direct,indexable,https://peerpush.com/p/founderbest,2026-08-31,76,Good,unknown,,A Product Hunt-style launch and discovery platform with permanent product pages and free queued submissions.,"The free route waits in the publishing queue; the Basic instant-publishing option was $39 when checked. A direct follow link was observed on an organic product page, while sponsored placements use sponsored and nofollow attributes. Domain authority and referral traffic were not independently measured.",2026-08-31
md-peerlist,Peerlist,https://peerlist.io,india,global,startup-launch-platform,saas; software,en,product-launch; self-publish,freemium,P3,active,,,,,,,,,,,,,59,Moderate,open-submission,,A professional network for builders with a Launchpad where projects are published and voted on.,Audience is builders and job seekers rather than buyers.,2026-08-07
md-plastics-today,PlasticsToday,https://www.plasticstoday.com,united-states,national,manufacturing-media,manufacturing,en,unknown,unknown,P3,active,,,,,,,,,,,,,,,unknown,,Plastics processing and materials trade publication. [accessibility:2026-08-14] verified in a browser: masthead vocabulary.,"The homepage and the contact and about pages it links to publish no submission, pitch or press-release route in words, so none is recorded; one may exist deeper in the site and a person would have to find it.",2026-08-14
md-power-engineering,Power Engineering,https://www.power-eng.com,united-states,global,energy-cleantech-media,energy; engineering,en,contributed-article,unknown,P3,active,https://www.power-eng.com/submit-an-article/,,,,,,,,,,,,87,Strong,contributor-network,energy-cleantech; manufacturer,"US power generation trade publication covering plants, turbines and grid assets.","No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Reached and identified during Wave 3.",2026-08-14
md-practical-ecommerce,Practical Ecommerce,https://www.practicalecommerce.com,united-states,national,ecommerce-retail-media,ecommerce,en,unknown,unknown,P3,unknown,,,,,,,,,,,,,,,unknown,,Merchant-oriented ecommerce how-to publication. [accessibility:2026-08-14] an automated browser check was refused by the site (cloudflare-interstitial); a browser check is needed by a person and the status stays unknown.,"Reached but behind a bot filter, so the route could not be read from the site. Needs a human with a browser to confirm whether a submission or pitch route exists.",2026-08-14
md-precision-farming-dealer,Precision Farming Dealer,https://www.precisionfarmingdealer.com,united-states,national,agriculture-food-media,agriculture,en,unknown,unknown,P3,unknown,,,,,,,,,,,,,,,unknown,,Precision agriculture equipment dealer trade publication. [accessibility:2026-08-14] an automated browser check was refused by the site (cloudflare-interstitial); a browser check is needed by a person and the status stays unknown.,"Reached but behind a bot filter, so the route could not be read from the site. Needs a human with a browser to confirm whether a submission or pitch route exists.",2026-08-14
md-profit-ro,Profit.ro,https://www.profit.ro,romania,national,local-business-media,finance; general,ro,unknown,unknown,P3,active,,,,,,,,,,,,,,,unknown,,"Romanian business news service covering companies, energy, banking and economic policy.","No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Homepage reached and read over HTTPS during Wave 4.",2026-08-14
md-recruitingdaily,RecruitingDaily,https://recruitingdaily.com,united-states,national,hr-recruitment-media,hr,en,contributed-article,unknown,P3,active,https://recruitingdaily.com/submit-content/,,,,,,,,,,,,84,Strong,contributor-network,hr-recruitment,Recruiting technology and talent acquisition publication with a large product-review output.,"No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Reached and identified during Wave 3.",2026-08-14
md-refresh-miami,Refresh Miami,https://refreshmiami.com,united-states,local,local-business-media; startup-media,fintech; saas,en,editorial-pitch,free,P3,active,,,,,,yes,,,,,,,78,Strong,staff-editorial,startup; local-business; b2b-saas,"South Florida startup and technology community media, covering the Miami ecosystem and its events.",Miami and South Florida only.,2026-08-08
md-restaurant-business,Restaurant Business,https://www.restaurantbusinessonline.com,united-states,global,travel-hospitality-media,hospitality,en,unknown,unknown,P3,active,,,,,,,,,,,,,,,unknown,,US restaurant industry operations and finance publication.,"No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Reached and identified during Wave 3.",2026-08-08
md-richmond-bizsense,Richmond BizSense,https://richmondbizsense.com,united-states,local,local-business-media,general,en,unknown,unknown,P3,unknown,,,,,,,,,,,,,,,unknown,,"Richmond, Virginia daily business news publication. [accessibility:2026-08-14] an automated browser check was refused by the site (cloudflare-interstitial); a browser check is needed by a person and the status stays unknown.","Reached but behind a bot filter, so the route could not be read from the site. Needs a human with a browser to confirm whether a submission or pitch route exists.",2026-08-14
md-robotics-business-review,Robotics Business Review,https://www.roboticsbusinessreview.com,united-states,global,industrial-media,ai; manufacturing,en,unknown,unknown,P3,active,,,,,,,,,,,,,,,unknown,,Business-side robotics coverage for industrial and commercial buyers.,"No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Checked during Wave 2; no submission or pitch page was found at the paths tried.",2026-08-08
md-root-cz,Root.cz,https://www.root.cz,czech-republic,national,developer-open-source-media,devops; open-source; software,cs,unknown,unknown,P3,active,,,,,,,,,,,,,,,unknown,,"Czech publication for developers and system administrators, focused on Linux, open source and infrastructure.","No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Homepage reached and read over HTTPS during Wave 4.",2026-08-14
md-sapo-tek,SAPO Tek,https://tek.sapo.pt,portugal,national,technology-media,software; telecom,pt,unknown,unknown,P3,active,,,,,,,,,,,,,,,unknown,,"Portuguese technology news service covering consumer and business technology, telecoms and digital policy.","No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Homepage reached and read over HTTPS during Wave 4.",2026-08-14
md-saashub,SaaSHub,https://www.saashub.com,bulgaria,global,startup-launch-platform,saas; software,en,company-profile; product-launch,freemium,P3,active,,,,,,,,,,,,,66,Good,marketplace,,A software alternatives and discovery site where a product gets a persistent profile page alongside competitors.,The profile is the durable asset; the launch is secondary. Overlaps software review directories.,2026-08-07
md-securityweek,SecurityWeek,https://www.securityweek.com,united-states,global,cybersecurity-media,cybersecurity,en,editorial-submission,unknown,P3,active,https://www.securityweek.com/submit-tip/,,,,,,,,,,,,88,Exceptional,staff-editorial,cybersecurity,Enterprise security news and an ICS security conference brand.,A write-for-us route was checked and does not exist. Approach via the editorial team.,2026-08-14
md-semiconductor-digest,Semiconductor Digest,https://www.semiconductor-digest.com,united-states,global,manufacturing-media,hardware,en,unknown,unknown,P3,active,,,,,,,,,,,,,,,unknown,,Semiconductor manufacturing and process technology trade coverage.,"No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Checked during Wave 2; no submission or pitch page was found at the paths tried.",2026-08-08
md-shifter,Shifter,https://www.shifter.no,norway,national,startup-media,saas,no,unknown,unknown,P3,active,,,,,,,,,,,,,,,unknown,,"Norwegian technology, innovation and startup business news.",No public submission route was established.,2026-08-07
md-silicon-uk,Silicon UK,https://www.silicon.co.uk,united-kingdom,national,technology-media,cloud; software,en,unknown,unknown,P3,active,,,,,,,,,,,,,,,unknown,,UK business technology news aimed at IT decision makers.,The contact route redirect-looped during research and no submission path was established.,2026-08-07
md-siliconangle,SiliconANGLE,https://siliconangle.com,united-states,global,technology-media,ai; cloud; software,en,unknown,unknown,P3,active,,,,,,,,,,,,,,,unknown,,Enterprise technology news paired with theCUBE video coverage of industry events.,"The contact URL redirected to an unrelated article during research, so no route is claimed here.",2026-08-07
md-smart-passive-income,Smart Passive Income,https://www.smartpassiveincome.com,united-states,global,podcast-platform,general,en,unknown,unknown,P3,active,,,,,,,,,,,,,,,unknown,,A long-running entrepreneurship podcast and community for online business operators.,"No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. No guest application route was established; a podcast existing is not a guest opportunity.",2026-08-08
md-splash-247,Splash 247,https://splash247.com,singapore,global,logistics-media,logistics,en,unknown,unknown,P3,active,,,,,,,,,,,,,,,unknown,,"Maritime and shipping industry news covering owners, ports and shipbuilding.","No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Checked during Wave 2; no submission or pitch page was found at the paths tried.",2026-08-08
md-staffing-industry-analysts,Staffing Industry Analysts,https://www.staffingindustry.com,united-states,national,hr-recruitment-media,hr,en,unknown,unknown,P3,active,,,,,,,,,,,,,,,unknown,,Research and news for the staffing and contingent workforce industry.,"No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Reached and identified during Wave 3.",2026-08-08
md-startse,StartSe,https://www.startse.com,brazil,national,startup-media,saas,pt,unknown,unknown,P3,active,,,,,,,,,,,,,,,unknown,,Brazilian innovation and entrepreneurship media and education platform.,"No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Reached and identified during Wave 2; no public submission page was found in the site's own navigation.",2026-08-08
md-startit,Startit,https://startit.rs,serbia,national,startup-media,general; software,sr,unknown,unknown,P3,active,,,,,,,,,,,,,,,unknown,,"Serbian publication and community platform covering entrepreneurship, technology and the domestic startup scene.","No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Homepage reached and read over HTTPS during Wave 4.",2026-08-14
md-startland-news,Startland News,https://startlandnews.com,united-states,local,startup-media,saas,en,unknown,unknown,P3,active,,,,,,,,,,,,,,,unknown,,Kansas City entrepreneurship and startup coverage. [accessibility:2026-08-14] verified in a browser: publishes a feed; the masthead names itself as a publication.,"The homepage and the contact and about pages it links to publish no submission, pitch or press-release route in words, so none is recorded; one may exist deeper in the site and a person would have to find it.",2026-08-14
md-startup-story-media,Startup Story,https://startupstorymedia.com,india,national,startup-media,saas,en,sponsored-content,unknown,P3,active,,,,https://startupstorymedia.com/advertise-with-us/,,,,,,,,,,,unknown,,Indian founder-interview and startup-profile publication.,"No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Reached and identified during Wave 2; no public submission or pitch page was found.",2026-08-08
md-startupbase,StartupBase,https://startupbase.io,united-states,global,startup-launch-platform,saas; software,en,product-launch; startup-launch,freemium,P3,active,,,,,,,,,,,,,68,Good,unknown,,"A daily launch and discovery board for new products, requiring an account to submit.",Smaller audience than Product Hunt.,2026-08-07
md-startupitalia,StartupItalia,https://www.startupitalia.eu,italy,national,startup-media,saas,it,unknown,unknown,P3,unknown,,,,,,,,,,,,,,,unknown,,Italian startup and innovation coverage with an events arm. [accessibility:2026-08-14] an automated browser check was refused by the site (cloudflare-interstitial); a browser check is needed by a person and the status stays unknown.,Reached but behind a bot filter. Needs a browser check.,2026-08-14
md-substack-sponsorships,Substack Sponsorships,https://sponsor.substack.com,united-states,global,newsletter-platform,general,en,sponsored-content,paid,P3,active,,,,https://sponsor.substack.com/,,,yes,,,,,,49,Limited,unknown,,Substack’s own sponsorship route for placing advertising across participating publications.,"Paid placement. Distinct from the Substack self-publishing row already in the database, which is a free route to publish your own title.",2026-08-08
md-agriculture-com,Successful Farming,https://www.agriculture.com,united-states,national,agriculture-food-media,agriculture,en,unknown,unknown,P3,active,,,,,,,,,,,,,,,unknown,,"US farm business, machinery and markets publication.","No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Reached and identified during Wave 3.",2026-08-08
md-supply-chain-digital,Supply Chain Digital,https://www.supplychaindigital.com,united-kingdom,global,logistics-media,logistics,en,unknown,unknown,P3,active,,,,,,,,,,,,,,,unknown,,"Supply chain publication from BizClik, built around executive interviews and company features.","No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Checked during Wave 2; no submission or pitch page was found at the paths tried.",2026-08-08
md-swapstack,Swapstack,https://www.swapstack.co,united-states,global,newsletter-platform,general,en,sponsored-content,paid,P3,active,,,,https://www.swapstack.co/,,,yes,,,,,,49,Limited,unknown,,Newsletter sponsorship marketplace connecting brands with independent newsletter creators.,"Paid placement, mostly smaller independent newsletters.",2026-08-08
md-synced,Synced,https://syncedreview.com,china,global,ai-media,ai,en,unknown,unknown,P3,active,,,,,,,,,,,,,,,unknown,,AI research and industry coverage with strong reporting on Chinese AI labs. Published in English.,No public submission route was established.,2026-08-07
